User_ID,Habit_Type,Tracking_Method,Success_Rate_Percent,Days_Streak,Dropped_Early
641,Изучение языков,Gamified App,90.5,57,True
642,Спорт/Фитнес,Simple App,56.2,69,False
643,Изучение языков,Simple App,56.9,17,True
644,Спорт/Фитнес,None,0.0,1,True
645,Программирование,Simple App,45.6,18,True
646,Чтение,None,23.9,5,True
647,Медитация,Gamified App,73.0,18,True
648,Программирование,Simple App,66.7,2,True
649,Изучение языков,Simple App,48.9,2,True
650,Спорт/Фитнес,None,15.5,5,True
651,Чтение,Paper,23.0,28,True
652,Чтение,None,26.2,11,True
653,Медитация,Paper,49.4,5,True
654,Изучение языков,None,12.0,9,True
655,Спорт/Фитнес,Gamified App,77.5,57,True
656,Спорт/Фитнес,Simple App,49.5,40,True
657,Изучение языков,Paper,46.8,1,True
658,Чтение,Paper,32.3,52,True
659,Чтение,Paper,37.1,24,True
660,Изучение языков,Simple App,46.9,2,True
661,Питьевой режим,Simple App,38.8,5,True
662,Чтение,Gamified App,73.2,21,True
663,Спорт/Фитнес,Paper,32.6,3,True
664,Спорт/Фитнес,Gamified App,72.2,19,True
665,Спорт/Фитнес,Gamified App,70.4,35,True
666,Спорт/Фитнес,None,30.5,2,True
667,Спорт/Фитнес,Gamified App,70.1,39,True
668,Спорт/Фитнес,None,12.3,6,True
669,Спорт/Фитнес,Gamified App,62.0,39,True
670,Спорт/Фитнес,Paper,45.0,6,True
671,Программирование,Gamified App,74.7,32,True
672,Спорт/Фитнес,Gamified App,80.7,18,True
673,Чтение,Gamified App,71.4,49,True
674,Изучение языков,Simple App,52.8,4,True
675,Питьевой режим,Paper,80.4,14,True
676,Спорт/Фитнес,None,19.0,1,True
677,Изучение языков,Paper,13.4,9,True
678,Питьевой режим,None,29.2,1,True
679,Программирование,Simple App,41.8,12,True
680,Программирование,Paper,66.1,12,True
681,Спорт/Фитнес,Gamified App,71.8,61,False
682,Спорт/Фитнес,Simple App,60.2,42,True
683,Медитация,Gamified App,78.9,16,True
684,Питьевой режим,None,17.2,2,True
685,Чтение,Gamified App,83.5,70,False
686,Чтение,Gamified App,74.3,1,True
687,Спорт/Фитнес,Paper,18.0,26,True
688,Программирование,Simple App,64.3,11,True
689,Спорт/Фитнес,Simple App,44.5,9,True
690,Изучение языков,None,35.6,1,True
691,Изучение языков,Simple App,45.9,5,True
692,Чтение,Paper,68.6,10,True
693,Спорт/Фитнес,None,36.3,6,True
694,Спорт/Фитнес,Paper,44.4,7,True
695,Чтение,None,4.8,6,True
696,Спорт/Фитнес,None,22.2,2,True
697,Чтение,None,9.0,2,True
698,Спорт/Фитнес,Gamified App,68.9,36,True
699,Изучение языков,Simple App,41.8,55,True
700,Чтение,Gamified App,83.3,46,True
701,Спорт/Фитнес,Paper,46.7,3,True
702,Изучение языков,Paper,58.3,7,True
703,Спорт/Фитнес,Simple App,42.3,2,True
704,Спорт/Фитнес,Paper,57.7,23,True
705,Питьевой режим,None,21.9,1,True
706,Изучение языков,Simple App,33.5,6,True
707,Программирование,None,26.8,11,True
708,Спорт/Фитнес,Simple App,37.4,1,True
709,Медитация,Simple App,36.7,43,True
710,Программирование,None,25.3,7,True
711,Чтение,None,32.3,1,True
712,Изучение языков,Simple App,18.7,3,True
713,Изучение языков,Paper,31.2,10,True
714,Изучение языков,None,10.6,2,True
715,Питьевой режим,Gamified App,68.3,43,True
716,Программирование,None,28.9,4,True
717,Питьевой режим,Simple App,40.9,15,True
718,Спорт/Фитнес,Gamified App,79.6,74,False
719,Медитация,None,6.0,39,True
720,Питьевой режим,None,14.7,9,True
721,Спорт/Фитнес,None,33.9,1,True
722,Спорт/Фитнес,Paper,42.1,14,True
723,Медитация,None,0.0,13,True
724,Чтение,Simple App,57.6,2,True
725,Программирование,None,59.3,1,True
726,Спорт/Фитнес,Simple App,18.7,39,True
727,Программирование,Gamified App,92.2,21,True
728,Спорт/Фитнес,Gamified App,72.0,48,True
729,Спорт/Фитнес,Simple App,36.6,7,True
730,Спорт/Фитнес,Paper,33.8,23,True
731,Программирование,Simple App,33.0,11,True
732,Медитация,Simple App,42.0,32,True
733,Чтение,Paper,45.4,4,True
734,Изучение языков,None,26.9,14,True
735,Программирование,Gamified App,93.5,35,True
736,Изучение языков,Paper,37.5,1,True
737,Программирование,None,21.0,8,True
738,Изучение языков,Paper,59.4,4,True
739,Изучение языков,Paper,37.1,46,True
740,Изучение языков,Gamified App,74.4,52,True
741,Изучение языков,Simple App,52.9,7,True
742,Медитация,Simple App,73.7,9,True
743,Чтение,None,29.9,10,True
744,Спорт/Фитнес,Paper,26.7,5,True
745,Программирование,Paper,54.3,47,True
746,Изучение языков,None,28.8,24,True
747,Чтение,None,34.7,2,True
748,Питьевой режим,Simple App,40.9,13,True
749,Чтение,None,17.7,2,True
750,Спорт/Фитнес,Simple App,64.9,58,True
751,Питьевой режим,None,15.3,2,True
752,Чтение,None,26.4,1,True
753,Изучение языков,None,18.1,1,True
754,Спорт/Фитнес,Gamified App,78.2,27,True
755,Программирование,Gamified App,75.9,1,True
756,Чтение,Gamified App,73.1,20,True
757,Чтение,Paper,58.1,20,True
758,Программирование,None,27.8,5,True
759,Программирование,Simple App,35.8,11,True
760,Спорт/Фитнес,Paper,66.2,31,True
761,Изучение языков,Gamified App,86.4,28,True
762,Спорт/Фитнес,None,11.8,2,True
763,Медитация,Paper,30.9,6,True
764,Спорт/Фитнес,None,32.2,1,True
765,Чтение,Paper,36.1,19,True
766,Программирование,Simple App,22.7,15,True
767,Программирование,Paper,44.1,5,True
768,Изучение языков,Paper,19.5,3,True
769,Программирование,Paper,69.8,2,True
770,Спорт/Фитнес,Paper,53.7,6,True
771,Программирование,Simple App,51.6,28,True
772,Спорт/Фитнес,Gamified App,80.4,47,True
773,Изучение языков,Gamified App,77.6,64,False
774,Программирование,Simple App,61.0,11,True
775,Спорт/Фитнес,Paper,44.3,6,True
776,Спорт/Фитнес,Simple App,48.2,19,True
777,Медитация,Paper,41.4,9,True
778,Медитация,None,35.2,1,True
779,Чтение,Gamified App,81.0,51,True
780,Медитация,None,40.8,1,True
781,Чтение,Gamified App,77.6,26,True
782,Спорт/Фитнес,Paper,45.0,24,True
783,Изучение языков,Simple App,47.7,87,False
784,Спорт/Фитнес,Simple App,21.4,2,True
785,Питьевой режим,Gamified App,66.4,46,True
786,Чтение,Simple App,45.5,13,True
787,Изучение языков,Simple App,58.3,7,True
788,Изучение языков,None,6.6,5,True
789,Питьевой режим,Simple App,66.2,37,True
790,Спорт/Фитнес,None,15.3,4,True
791,Чтение,Simple App,30.7,35,True
792,Чтение,Simple App,29.0,9,True
793,Чтение,Simple App,27.2,39,True
794,Спорт/Фитнес,None,0.0,2,True
795,Программирование,None,32.0,9,True
796,Питьевой режим,Simple App,43.1,11,True
797,Чтение,None,1.3,14,True
798,Медитация,None,16.1,1,True
799,Питьевой режим,None,21.9,4,True
800,Медитация,Gamified App,79.5,44,True
801,Спорт/Фитнес,Simple App,42.3,12,True
802,Чтение,Paper,46.8,50,True
803,Чтение,None,10.2,5,True
804,Изучение языков,Paper,34.9,8,True
805,Медитация,Simple App,52.6,3,True
806,Питьевой режим,Simple App,59.2,23,True
807,Питьевой режим,None,21.6,1,True
808,Изучение языков,None,27.1,3,True
809,Спорт/Фитнес,None,0.0,9,True
810,Питьевой режим,Simple App,56.4,10,True
811,Программирование,Simple App,68.0,7,True
812,Спорт/Фитнес,None,17.1,3,True
813,Питьевой режим,None,12.2,6,True
814,Программирование,None,14.4,3,True
815,Чтение,Gamified App,77.0,39,True
816,Чтение,None,16.5,9,True
817,Изучение языков,Simple App,48.6,4,True
818,Спорт/Фитнес,Simple App,42.1,45,True
819,Изучение языков,Paper,17.3,10,True
820,Программирование,None,23.2,7,True
821,Спорт/Фитнес,None,22.3,5,True
822,Изучение языков,Simple App,60.4,11,True
823,Изучение языков,Simple App,53.0,24,True
824,Чтение,Simple App,74.5,12,True
825,Питьевой режим,Simple App,61.6,4,True
826,Изучение языков,None,25.5,9,True
827,Изучение языков,Gamified App,87.0,47,True
828,Медитация,Simple App,20.5,52,True
829,Изучение языков,None,8.8,2,True
830,Спорт/Фитнес,Gamified App,74.4,63,False
831,Изучение языков,Simple App,20.7,18,True
832,Спорт/Фитнес,Simple App,52.2,9,True
833,Спорт/Фитнес,Simple App,48.6,28,True
834,Изучение языков,Gamified App,79.2,64,False
835,Изучение языков,Simple App,32.3,35,True
836,Питьевой режим,None,18.7,8,True
837,Изучение языков,Paper,48.7,5,True
838,Чтение,Gamified App,91.5,61,False
839,Чтение,None,12.7,14,True
840,Спорт/Фитнес,Paper,45.4,3,True
841,Медитация,Paper,20.6,6,True
842,Спорт/Фитнес,Paper,48.6,12,True
843,Питьевой режим,Simple App,32.6,4,True
844,Спорт/Фитнес,Gamified App,72.2,67,False
845,Изучение языков,None,15.2,12,True
846,Спорт/Фитнес,None,18.1,1,True
847,Питьевой режим,None,12.4,1,True
848,Чтение,Gamified App,85.5,69,False
849,Чтение,Simple App,42.7,1,True
850,Спорт/Фитнес,None,13.9,10,True
851,Медитация,Gamified App,79.9,39,True
852,Спорт/Фитнес,Gamified App,73.6,56,True
853,Программирование,Gamified App,55.9,64,False
854,Спорт/Фитнес,Gamified App,75.7,38,True
855,Спорт/Фитнес,None,19.1,5,True
856,Спорт/Фитнес,Simple App,49.4,11,True
857,Изучение языков,Paper,40.6,5,True
858,Чтение,Gamified App,79.4,29,True
859,Спорт/Фитнес,Simple App,64.0,50,True
860,Программирование,Simple App,62.7,2,True
861,Изучение языков,Simple App,18.1,12,True
862,Чтение,None,24.3,2,True
863,Изучение языков,Simple App,57.1,6,True
864,Изучение языков,Gamified App,73.9,31,True
865,Чтение,Gamified App,83.4,39,True
866,Спорт/Фитнес,None,0.0,3,True
867,Спорт/Фитнес,None,16.3,3,True
868,Программирование,None,7.6,5,True
869,Питьевой режим,Simple App,51.6,35,True
870,Изучение языков,Gamified App,68.9,51,True
871,Спорт/Фитнес,None,15.4,3,True
872,Чтение,Simple App,39.6,12,True
873,Изучение языков,Gamified App,71.1,47,True
874,Спорт/Фитнес,Simple App,48.6,26,True
875,Спорт/Фитнес,Simple App,43.8,5,True
876,Медитация,Simple App,30.2,46,True
877,Медитация,Simple App,61.6,48,True
878,Спорт/Фитнес,None,10.0,3,True
879,Спорт/Фитнес,Simple App,38.7,6,True
880,Спорт/Фитнес,Simple App,64.6,24,True
881,Медитация,Gamified App,80.2,39,True
882,Спорт/Фитнес,Simple App,67.7,4,True
883,Спорт/Фитнес,Simple App,38.3,24,True
884,Программирование,None,33.3,2,True
885,Спорт/Фитнес,Paper,53.4,29,True
886,Медитация,None,38.3,2,True
887,Спорт/Фитнес,None,42.8,3,True
888,Спорт/Фитнес,Simple App,40.7,12,True
889,Спорт/Фитнес,Gamified App,82.1,16,True
890,Медитация,None,16.3,14,True
891,Программирование,Paper,46.6,17,True
892,Программирование,Gamified App,77.2,64,False
893,Изучение языков,None,10.5,8,True
894,Медитация,Simple App,39.8,7,True
895,Спорт/Фитнес,Simple App,63.5,9,True
896,Спорт/Фитнес,Simple App,56.8,24,True
897,Программирование,None,36.7,6,True
898,Спорт/Фитнес,Paper,62.8,12,True
899,Спорт/Фитнес,Simple App,25.2,31,True
900,Спорт/Фитнес,Simple App,42.1,6,True
901,Спорт/Фитнес,None,9.5,5,True
902,Спорт/Фитнес,Simple App,61.4,29,True
903,Чтение,None,22.8,10,True
904,Изучение языков,Simple App,35.2,1,True
905,Программирование,None,11.5,4,True
906,Программирование,Gamified App,87.5,41,True
907,Изучение языков,Paper,48.0,9,True
908,Спорт/Фитнес,Paper,23.9,12,True
909,Изучение языков,None,39.1,1,True
910,Чтение,Paper,55.1,48,True
911,Спорт/Фитнес,Gamified App,62.5,69,False
912,Чтение,Gamified App,94.5,33,True
913,Изучение языков,Paper,40.0,2,True
914,Чтение,Paper,15.0,35,True
915,Изучение языков,Simple App,65.9,11,True
916,Спорт/Фитнес,Gamified App,79.4,34,True
917,Питьевой режим,Simple App,53.4,26,True
918,Программирование,Paper,12.1,33,True
919,Спорт/Фитнес,Paper,49.6,16,True
920,Программирование,Simple App,65.9,62,False
921,Изучение языков,None,11.2,6,True
922,Программирование,Simple App,39.3,22,True
923,Программирование,Paper,36.4,19,True
924,Изучение языков,Simple App,50.7,9,True
925,Спорт/Фитнес,None,26.7,3,True
926,Спорт/Фитнес,Simple App,79.1,4,True
927,Чтение,Paper,43.5,2,True
928,Чтение,Simple App,59.7,11,True
929,Спорт/Фитнес,None,28.8,1,True
930,Спорт/Фитнес,Simple App,60.8,1,True
931,Программирование,Simple App,36.3,7,True
932,Питьевой режим,Simple App,70.3,1,True
933,Чтение,Simple App,67.6,67,False
934,Спорт/Фитнес,Simple App,52.0,18,True
935,Спорт/Фитнес,Gamified App,66.4,45,True
936,Спорт/Фитнес,None,0.0,5,True
937,Питьевой режим,Gamified App,83.8,24,True
938,Спорт/Фитнес,Paper,31.1,2,True
939,Чтение,None,13.7,1,True
940,Спорт/Фитнес,None,17.1,22,True
941,Чтение,Paper,61.3,29,True
942,Медитация,Simple App,12.7,114,False
943,Программирование,Simple App,69.2,9,True
944,Спорт/Фитнес,Simple App,55.1,8,True
945,Спорт/Фитнес,Simple App,75.1,25,True
946,Спорт/Фитнес,Paper,25.8,6,True
947,Питьевой режим,None,23.4,1,True
948,Программирование,Paper,25.9,13,True
949,Чтение,Paper,56.5,20,True
950,Чтение,None,30.6,11,True
951,Медитация,None,37.6,5,True
952,Спорт/Фитнес,Simple App,50.0,5,True
953,Питьевой режим,Simple App,81.3,40,True
954,Изучение языков,Gamified App,64.9,40,True
955,Изучение языков,Gamified App,72.6,83,False
956,Чтение,Simple App,40.4,17,True
957,Спорт/Фитнес,Paper,42.9,12,True
958,Спорт/Фитнес,Simple App,36.4,6,True
959,Медитация,Simple App,66.6,1,True
960,Спорт/Фитнес,None,24.8,4,True
961,Чтение,Paper,23.6,6,True
962,Спорт/Фитнес,Gamified App,83.3,57,True
963,Изучение языков,Paper,43.6,24,True
964,Спорт/Фитнес,Simple App,73.8,10,True
965,Изучение языков,Simple App,58.6,22,True
966,Медитация,None,6.3,7,True
967,Спорт/Фитнес,Paper,37.8,12,True
968,Чтение,Paper,50.6,1,True
969,Изучение языков,None,17.6,2,True
970,Медитация,None,9.7,6,True
971,Питьевой режим,Gamified App,87.3,66,False
972,Медитация,None,14.2,4,True
973,Спорт/Фитнес,Simple App,60.2,7,True
974,Спорт/Фитнес,None,18.6,1,True
975,Спорт/Фитнес,Gamified App,79.3,46,True
976,Чтение,None,14.1,3,True
977,Спорт/Фитнес,Paper,37.5,10,True
978,Изучение языков,Gamified App,79.6,30,True
979,Чтение,Gamified App,63.5,19,True
980,Изучение языков,None,2.1,6,True
981,Программирование,Gamified App,61.4,74,False
982,Спорт/Фитнес,Paper,28.3,1,True
983,Спорт/Фитнес,Paper,46.0,3,True
984,Медитация,None,21.3,4,True
985,Изучение языков,None,34.5,3,True
986,Медитация,Simple App,77.1,9,True
987,Изучение языков,Paper,35.8,3,True
988,Спорт/Фитнес,Paper,25.5,19,True
989,Программирование,Simple App,82.5,44,True
990,Программирование,Simple App,67.9,19,True
991,Медитация,None,31.1,4,True
992,Спорт/Фитнес,Simple App,41.5,2,True
993,Чтение,None,28.6,3,True
994,Изучение языков,Simple App,52.1,8,True
995,Спорт/Фитнес,Simple App,48.9,12,True
996,Питьевой режим,Gamified App,74.2,33,True
997,Спорт/Фитнес,None,21.7,15,True
998,Питьевой режим,None,25.1,9,True
999,Изучение языков,None,34.9,1,True
